LoadDate,ScientificName,LibrarySource
2016-05-18 21:33:41,Campylobacter coli,GENOMIC
2018-03-14 23:00:43,Campylobacter jejuni,GENOMIC
2020-03-09 14:15:29,Campylobacter coli,GENOMIC
2019-09-02 06:44:27,Campylobacter jejuni,GENOMIC
2020-03-09 14:14:53,Campylobacter coli,GENOMIC
2015-02-28 08:28:37,Enterococcus faecalis,GENOMIC
2018-11-22 17:00:44,chicken gut metagenome,METAGENOMIC
2019-04-24 13:30:12,Campylobacter jejuni,GENOMIC
2016-06-01 21:04:20,Campylobacter jejuni,GENOMIC
2019-08-18 15:57:10,Campylobacter jejuni,GENOMIC
2019-08-02 00:37:00,human gut metagenome,METAGENOMIC
2019-03-27 17:30:06,Campylobacter coli,GENOMIC
2019-03-27 17:29:54,Campylobacter jejuni,GENOMIC
2017-01-19 11:09:24,Campylobacter jejuni,GENOMIC
2019-04-30 09:27:42,Campylobacter jejuni subsp. jejuni,GENOMIC
2018-05-11 17:00:22,mouse gut metagenome,METAGENOMIC
2017-07-18 18:26:07,Campylobacter jejuni,GENOMIC
2018-11-05 10:59:29,Campylobacter jejuni,GENOMIC
2018-08-07 04:19:10,Campylobacter jejuni,GENOMIC
2019-07-30 08:11:07,Campylobacter coli,GENOMIC
2014-03-06 01:23:42,Campylobacter jejuni,GENOMIC
2019-11-27 20:51:50,Campylobacter coli,GENOMIC
2018-05-30 11:36:18,Campylobacter jejuni,GENOMIC
2017-10-05 08:30:09,Campylobacter jejuni,GENOMIC
2019-08-09 15:12:21,Campylobacter jejuni,GENOMIC
2013-01-24 05:55:30,Campylobacter jejuni,GENOMIC
2020-03-09 08:56:03,Campylobacter jejuni,GENOMIC
2017-01-30 12:18:15,Campylobacter jejuni,GENOMIC
2015-02-26 08:39:30,Staphylococcus aureus,GENOMIC
2019-09-02 06:44:33,Campylobacter coli,GENOMIC
2018-01-23 15:00:03,Campylobacter jejuni,GENOMIC
2018-08-07 03:45:00,Campylobacter jejuni,GENOMIC
2019-05-01 11:08:00,Campylobacter coli,GENOMIC
2019-03-29 14:22:22,Campylobacter jejuni,GENOMIC
2019-08-08 16:03:02,Campylobacter jejuni,GENOMIC
2017-12-04 06:49:24,Campylobacter coli,GENOMIC
2016-03-05 11:32:46,Campylobacter jejuni,GENOMIC
2017-04-27 11:13:52,Campylobacter jejuni,GENOMIC
2018-12-12 01:45:57,Campylobacter jejuni,GENOMIC
2018-08-15 14:54:14,Campylobacter coli,GENOMIC
2020-03-10 09:57:08,Campylobacter jejuni,GENOMIC
2018-09-11 19:15:52,Campylobacter jejuni,GENOMIC
2017-05-03 11:28:02,Campylobacter jejuni,GENOMIC
2020-03-10 09:56:35,Campylobacter jejuni,GENOMIC
2018-12-21 19:02:58,Campylobacter jejuni,GENOMIC
2019-08-13 18:31:18,Campylobacter jejuni,GENOMIC
2017-06-02 14:07:20,Campylobacter coli,GENOMIC
2018-07-16 17:17:16,Campylobacter coli,GENOMIC
2017-04-14 13:13:00,Campylobacter coli,GENOMIC
2012-12-22 15:07:53,Campylobacter jejuni,GENOMIC
2015-02-27 12:51:24,Escherichia coli,GENOMIC
2014-09-05 19:44:47,Campylobacter jejuni,GENOMIC
2018-08-15 14:55:37,Campylobacter jejuni,GENOMIC
2019-07-23 14:57:47,Campylobacter coli,GENOMIC
2013-10-18 14:07:44,Campylobacter jejuni,GENOMIC
2017-11-14 12:32:47,Campylobacter jejuni,GENOMIC
2019-08-15 17:15:05,Campylobacter jejuni,GENOMIC
2019-03-04 10:17:49,Campylobacter coli,GENOMIC
2019-07-22 16:36:36,Campylobacter coli,GENOMIC
2019-05-24 22:30:12,Campylobacter jejuni,GENOMIC
2019-08-13 18:38:37,Campylobacter jejuni,GENOMIC
2019-08-08 16:02:51,Campylobacter jejuni,GENOMIC
2015-02-27 12:57:08,Escherichia coli,GENOMIC
2020-03-08 18:06:09,Campylobacter jejuni,GENOMIC
2019-08-18 16:07:38,Campylobacter coli,GENOMIC
2016-02-03 00:36:19,Campylobacter coli,GENOMIC
2014-10-18 06:59:04,Campylobacter jejuni,GENOMIC
2018-07-11 02:12:58,Campylobacter jejuni,GENOMIC
2019-08-15 17:00:02,Campylobacter jejuni,GENOMIC
2018-09-13 18:37:56,Campylobacter jejuni,GENOMIC
2016-08-23 16:48:42,Campylobacter jejuni,GENOMIC
2018-06-26 17:35:08,Campylobacter coli,GENOMIC
2017-06-14 01:20:48,Campylobacter coli,GENOMIC
2019-01-11 10:04:42,Campylobacter coli,GENOMIC
2018-12-04 09:12:48,Campylobacter jejuni,GENOMIC
2019-08-07 16:40:02,Campylobacter jejuni,GENOMIC
2016-06-01 21:01:08,Campylobacter jejuni,GENOMIC
2018-07-13 17:08:12,Campylobacter jejuni,GENOMIC
2015-11-02 13:24:18,Campylobacter jejuni,GENOMIC
2018-05-08 13:04:49,Campylobacter coli,GENOMIC
2017-04-24 13:39:01,Campylobacter jejuni,GENOMIC
2019-08-23 14:46:58,Campylobacter jejuni,GENOMIC
2016-10-20 13:38:05,Gallus gallus,GENOMIC
2016-08-26 15:52:54,Campylobacter,GENOMIC
2020-03-06 15:58:27,Campylobacter jejuni,GENOMIC
2017-12-13 14:53:41,Campylobacter coli,GENOMIC
2019-07-22 13:48:24,Campylobacter jejuni,GENOMIC
2015-02-27 07:46:36,Salmonella enterica,GENOMIC
2019-06-12 18:42:00,Campylobacter jejuni,GENOMIC
2018-05-21 18:56:13,Campylobacter jejuni,GENOMIC
2018-04-30 17:37:29,Campylobacter coli,GENOMIC
2019-08-17 16:01:32,Campylobacter coli,GENOMIC
2018-05-11 17:03:45,mouse gut metagenome,METAGENOMIC
2016-01-19 00:23:38,Campylobacter sp.,GENOMIC
2014-09-27 03:08:09,Campylobacter jejuni,GENOMIC
2019-08-02 00:29:36,human gut metagenome,METAGENOMIC
2016-03-09 21:34:58,Campylobacter jejuni,GENOMIC
2019-07-23 14:52:23,Campylobacter jejuni,GENOMIC
2018-03-23 16:29:24,Campylobacter coli,GENOMIC
2016-01-12 23:05:58,Campylobacter sp.,GENOMIC
2016-05-18 21:33:54,Campylobacter coli,GENOMIC
2016-09-06 12:48:38,Campylobacter jejuni,GENOMIC
2020-03-07 09:50:56,Campylobacter coli,GENOMIC
2019-05-20 16:40:52,Campylobacter jejuni,GENOMIC
2017-12-01 13:29:15,Campylobacter coli,GENOMIC
2017-12-04 06:49:22,Campylobacter jejuni,GENOMIC
2017-09-07 12:46:10,Campylobacter coli,GENOMIC
2016-10-20 13:45:18,Gallus gallus,GENOMIC
2018-07-23 10:49:56,Campylobacter jejuni,GENOMIC
2019-04-02 19:37:00,Campylobacter jejuni,GENOMIC
2018-10-30 13:28:53,Campylobacter coli,GENOMIC
2018-08-08 13:31:36,Campylobacter jejuni,GENOMIC
2019-01-24 10:10:53,Campylobacter coli,GENOMIC
2018-11-05 13:02:52,Gallus gallus,METAGENOMIC
2016-03-09 02:03:37,Campylobacter sp.,GENOMIC
2019-08-29 17:16:58,Campylobacter jejuni,GENOMIC
2019-04-17 14:20:45,Campylobacter coli,GENOMIC
2016-03-04 11:22:32,Campylobacter fetus,GENOMIC
2019-09-02 16:13:15,Campylobacter jejuni,GENOMIC
2014-09-14 05:12:08,Campylobacter jejuni,GENOMIC
2018-09-29 14:48:53,Campylobacter jejuni,GENOMIC
2017-10-13 10:41:08,Campylobacter upsaliensis,GENOMIC
2014-03-10 09:34:17,Campylobacter sp.,GENOMIC
2019-08-08 15:54:12,Campylobacter jejuni,GENOMIC
2019-08-24 12:16:19,Campylobacter jejuni,GENOMIC
2018-06-14 10:52:18,Campylobacter jejuni,GENOMIC
2018-09-21 09:42:11,Campylobacter jejuni,GENOMIC
2016-11-28 14:23:38,Campylobacter jejuni,GENOMIC
2015-02-26 06:21:58,Staphylococcus aureus,GENOMIC
2017-04-14 13:45:09,Campylobacter coli,GENOMIC
2014-09-05 19:59:56,Campylobacter jejuni,GENOMIC
2018-04-25 08:55:57,Campylobacter jejuni,GENOMIC
2019-08-02 18:21:15,Campylobacter jejuni,GENOMIC
2018-09-06 12:30:15,Campylobacter jejuni,GENOMIC
2017-02-20 00:12:55,Campylobacter jejuni,GENOMIC
2017-09-27 19:27:52,Campylobacter coli,GENOMIC
2018-01-17 18:32:54,Campylobacter jejuni,GENOMIC
2014-03-04 23:21:30,Campylobacter sp.,GENOMIC
2018-08-18 20:02:12,Campylobacter jejuni,GENOMIC
2016-08-25 18:59:36,Campylobacter jejuni,GENOMIC
2018-12-31 11:45:22,Campylobacter jejuni,GENOMIC
2013-06-24 12:38:42,Campylobacter,GENOMIC
2014-05-09 21:56:51,Campylobacter sp.,GENOMIC
2017-12-04 06:48:38,Campylobacter jejuni,GENOMIC
2016-12-21 12:27:41,Campylobacter jejuni,GENOMIC
2017-05-26 17:25:08,Campylobacter jejuni,GENOMIC
2014-09-05 20:09:39,Campylobacter jejuni,GENOMIC
2019-08-06 15:23:50,Campylobacter jejuni,GENOMIC
2020-03-09 07:46:20,Campylobacter hyointestinalis,GENOMIC
2017-08-30 08:49:27,Campylobacter coli,GENOMIC
2019-09-24 12:05:16,Campylobacter jejuni,GENOMIC
2019-09-19 15:22:28,Campylobacter jejuni,GENOMIC
2018-08-14 13:30:02,Campylobacter coli,GENOMIC
2018-03-15 10:50:31,Campylobacter coli,GENOMIC
2019-04-05 12:16:39,Campylobacter jejuni,GENOMIC
2016-01-16 04:32:35,Campylobacter fetus,GENOMIC
2018-06-08 19:01:27,Campylobacter jejuni,GENOMIC
2014-03-04 23:50:19,Campylobacter sp.,GENOMIC
2019-08-09 16:52:18,Campylobacter jejuni,GENOMIC
2014-11-13 21:05:57,Campylobacter sp.,GENOMIC
2017-05-26 23:04:47,Campylobacter jejuni subsp. jejuni,GENOMIC
2017-06-05 14:11:17,Campylobacter coli,GENOMIC
,Campylobacter jejuni,GENOMIC
2019-08-30 16:07:05,Campylobacter jejuni,GENOMIC
2017-11-21 21:22:59,Campylobacter jejuni subsp. jejuni,GENOMIC
2018-04-24 12:34:52,Campylobacter jejuni,GENOMIC
2017-10-20 17:40:04,Campylobacter jejuni,GENOMIC
2018-08-30 11:40:11,Campylobacter jejuni,GENOMIC
2017-01-30 13:07:40,Campylobacter jejuni,GENOMIC
2016-01-16 13:16:49,Homo sapiens,GENOMIC
2019-02-19 18:17:47,Campylobacter coli,GENOMIC
2016-04-08 15:40:43,Campylobacter jejuni,GENOMIC
2017-09-27 19:20:05,Campylobacter jejuni,GENOMIC
2016-10-20 13:48:56,Gallus gallus,GENOMIC
2017-07-09 20:47:35,Campylobacter jejuni,GENOMIC
2014-03-06 04:38:48,Campylobacter sp.,GENOMIC
2017-07-05 13:03:07,Campylobacter jejuni,GENOMIC
2015-07-23 07:40:25,Escherichia coli,GENOMIC
2019-08-07 16:42:29,Campylobacter jejuni,GENOMIC
2018-07-16 18:07:12,Campylobacter jejuni,GENOMIC
2016-08-05 10:31:41,Campylobacter jejuni,GENOMIC
2014-03-10 08:26:32,Campylobacter sp.,GENOMIC
2019-03-13 13:20:05,Campylobacter coli,GENOMIC
2019-01-11 10:05:16,Campylobacter coli,GENOMIC
2018-08-15 14:55:23,Campylobacter jejuni,GENOMIC
2014-05-10 12:58:41,Campylobacter sp.,GENOMIC
2014-08-29 11:21:45,Campylobacter sp.,GENOMIC
2016-10-26 13:39:16,Campylobacter jejuni,GENOMIC
2017-05-26 16:24:26,Campylobacter jejuni,GENOMIC
2019-08-03 12:11:49,Campylobacter jejuni,GENOMIC
2016-08-10 18:14:48,Campylobacter jejuni,GENOMIC
,Campylobacter jejuni,GENOMIC
2018-01-30 19:17:47,Campylobacter jejuni,GENOMIC
2017-03-19 08:50:50,Campylobacter jejuni,GENOMIC
2018-08-15 14:53:56,Campylobacter jejuni,GENOMIC
2017-10-26 11:50:43,Campylobacter jejuni,GENOMIC
2016-01-16 22:35:08,Homo sapiens,GENOMIC
2019-03-29 14:53:53,Campylobacter jejuni,GENOMIC
2019-05-03 15:32:01,Campylobacter jejuni,GENOMIC
2019-08-02 00:29:38,human gut metagenome,METAGENOMIC
2019-04-01 14:48:38,Campylobacter jejuni,GENOMIC
2020-03-05 12:40:21,Vibrio parahaemolyticus,GENOMIC
2019-08-09 16:43:31,Campylobacter jejuni,GENOMIC
2017-04-13 13:28:20,Campylobacter jejuni,GENOMIC
2014-03-10 11:00:36,Campylobacter sp.,GENOMIC
2014-03-04 23:15:54,Campylobacter sp.,GENOMIC
2014-05-09 22:46:32,Campylobacter sp.,GENOMIC
2019-12-09 13:11:44,Campylobacter jejuni,GENOMIC
2018-01-23 15:00:41,Campylobacter jejuni,GENOMIC
2016-01-12 02:17:17,Campylobacter sp.,GENOMIC
2019-03-25 14:08:58,Campylobacter jejuni,GENOMIC
2017-01-27 11:11:35,Campylobacter jejuni,GENOMIC
2019-05-15 08:18:28,Campylobacter coli,GENOMIC
2017-04-05 08:31:47,Campylobacter jejuni,GENOMIC
2012-12-22 14:56:17,Campylobacter jejuni,GENOMIC
2019-08-18 15:51:57,Campylobacter jejuni,GENOMIC
2019-08-18 16:07:40,Campylobacter jejuni,GENOMIC
2017-09-27 19:24:14,Campylobacter jejuni,GENOMIC
2019-03-27 17:30:44,Campylobacter jejuni,GENOMIC
2019-10-03 11:34:08,Campylobacter jejuni,GENOMIC
2020-03-05 11:47:23,Campylobacter coli,GENOMIC
2018-05-10 09:04:13,Campylobacter jejuni,GENOMIC
2013-06-24 11:52:49,Campylobacter,GENOMIC
2016-11-21 17:49:07,Campylobacter jejuni,GENOMIC
2017-04-05 08:30:27,Campylobacter jejuni,GENOMIC
2017-12-17 08:08:23,Campylobacter jejuni,GENOMIC
2018-07-23 10:50:01,Campylobacter jejuni,GENOMIC
2019-08-03 17:26:46,Campylobacter coli,GENOMIC
2019-04-11 05:31:37,Campylobacter jejuni,GENOMIC
2016-10-04 10:18:05,Campylobacter jejuni,GENOMIC
2018-02-02 15:58:52,Campylobacter jejuni,GENOMIC
2019-10-10 12:22:08,Campylobacter jejuni,GENOMIC
2019-04-30 10:11:14,Campylobacter jejuni,GENOMIC
2012-07-22 02:40:00,Campylobacter coli,GENOMIC
2019-07-10 19:13:12,Campylobacter coli,GENOMIC
2016-08-25 23:09:42,Campylobacter coli,GENOMIC
2015-06-04 17:59:28,chicken gut metagenome,METAGENOMIC
2019-06-28 00:27:28,Campylobacter coli,GENOMIC
2014-03-04 23:23:25,Campylobacter sp.,GENOMIC
2020-03-05 11:52:50,Campylobacter coli,GENOMIC
2020-03-05 11:52:09,Campylobacter coli,GENOMIC
2014-03-06 05:12:43,Campylobacter sp.,GENOMIC
2014-10-31 03:05:45,Campylobacter,GENOMIC
2018-09-12 01:16:43,Campylobacter jejuni,GENOMIC
2019-07-31 17:26:00,Campylobacter jejuni,GENOMIC
2013-01-23 18:43:16,Campylobacter jejuni,GENOMIC
2018-10-30 13:31:54,Campylobacter jejuni,GENOMIC
2017-09-28 12:29:31,Campylobacter coli,GENOMIC
2019-07-22 14:50:02,Campylobacter jejuni,GENOMIC
2014-06-10 18:21:10,Campylobacter sp.,GENOMIC
2019-03-27 17:30:12,Campylobacter coli,GENOMIC
2019-08-21 17:06:33,Campylobacter jejuni,GENOMIC
2019-09-02 06:44:24,Campylobacter jejuni,GENOMIC
2019-08-04 16:28:50,Campylobacter jejuni,GENOMIC
2018-01-23 15:37:04,Campylobacter coli,GENOMIC
2014-11-19 20:55:35,Campylobacter sp.,GENOMIC
2018-05-11 16:59:40,mouse gut metagenome,METAGENOMIC
2017-12-19 10:42:55,Campylobacter jejuni,GENOMIC
2017-01-27 11:11:27,Campylobacter jejuni,GENOMIC
2019-04-03 18:36:59,Campylobacter jejuni,GENOMIC
2017-12-21 14:28:05,Campylobacter jejuni,GENOMIC
2016-02-16 16:46:32,Campylobacter coli,GENOMIC
,Campylobacter jejuni,GENOMIC
2018-08-14 12:27:51,Campylobacter jejuni,GENOMIC
2019-08-06 15:25:25,Campylobacter jejuni,GENOMIC
2019-12-11 13:09:47,Campylobacter jejuni,GENOMIC
2017-04-05 08:19:54,Campylobacter jejuni,GENOMIC
2015-02-27 21:02:57,Escherichia coli,GENOMIC
2017-07-21 11:38:50,Campylobacter jejuni,GENOMIC
2019-07-29 17:39:14,Campylobacter coli,GENOMIC
2019-08-15 16:42:23,Campylobacter jejuni,GENOMIC
2019-05-15 18:37:02,Campylobacter jejuni,GENOMIC
2019-02-04 11:37:01,Campylobacter coli,GENOMIC
2018-11-01 11:24:55,Campylobacter jejuni,GENOMIC
2013-06-24 03:14:01,Campylobacter,GENOMIC
2015-02-14 10:11:38,Escherichia coli,GENOMIC
2019-01-24 10:10:41,Campylobacter coli,GENOMIC
2013-09-24 15:08:42,Campylobacter sp.,GENOMIC
2018-12-31 11:58:58,Campylobacter jejuni,GENOMIC
,Campylobacter jejuni,GENOMIC
2014-03-10 08:26:56,Campylobacter sp.,GENOMIC
2013-02-05 21:58:58,Campylobacter jejuni,GENOMIC
,Campylobacter jejuni,GENOMIC
2019-08-09 16:59:13,Campylobacter coli,GENOMIC
2014-09-05 19:37:19,Campylobacter sp.,GENOMIC
2018-04-19 10:09:15,Campylobacter jejuni,GENOMIC
2017-11-16 08:32:07,Campylobacter jejuni,GENOMIC
2014-09-05 19:43:16,Campylobacter jejuni,GENOMIC
2018-11-06 17:02:56,Campylobacter coli,GENOMIC
2014-03-04 23:19:37,Campylobacter sp.,GENOMIC
2019-08-03 17:06:01,Campylobacter jejuni,GENOMIC
2017-01-30 11:57:03,Campylobacter jejuni,GENOMIC
2013-06-22 10:45:35,Campylobacter jejuni,GENOMIC
2014-03-04 23:20:01,Campylobacter sp.,GENOMIC
2017-12-20 16:16:34,gut metagenome,METAGENOMIC
2017-01-30 12:46:47,Campylobacter jejuni,GENOMIC
2017-04-05 08:24:57,Campylobacter coli,GENOMIC
2018-12-04 13:04:57,Campylobacter jejuni,GENOMIC
2018-07-09 11:24:15,Campylobacter jejuni,GENOMIC
2015-12-08 09:23:13,Campylobacter coli,GENOMIC
2019-12-03 08:11:57,Campylobacter jejuni,GENOMIC
2019-08-07 17:07:22,Campylobacter jejuni,GENOMIC
2016-01-18 07:27:48,Campylobacter sp.,GENOMIC
2018-03-29 08:03:13,Campylobacter jejuni,GENOMIC
2015-02-27 00:39:27,Salmonella enterica,GENOMIC
2014-11-28 16:50:58,Listeria monocytogenes,GENOMIC
2017-07-10 17:02:13,Campylobacter coli,GENOMIC
2019-08-14 18:05:39,Campylobacter jejuni,GENOMIC
2016-06-15 18:11:18,mixed sample,GENOMIC
2017-04-05 08:18:03,Campylobacter jejuni,GENOMIC
2019-04-01 14:51:46,Campylobacter jejuni,GENOMIC
2014-05-12 07:43:00,Campylobacter sp.,GENOMIC
2016-03-10 04:21:02,Campylobacter lanienae,GENOMIC
2016-08-12 10:27:37,Campylobacter jejuni,GENOMIC
2017-06-15 10:21:59,Campylobacter coli,GENOMIC
2014-03-04 23:23:42,Campylobacter sp.,GENOMIC
2019-08-02 19:39:39,Campylobacter coli,GENOMIC
2015-12-11 16:21:31,Salmonella enterica subsp. enterica,GENOMIC
2018-10-09 09:59:49,Campylobacter jejuni,GENOMIC
2019-08-17 16:11:22,Campylobacter jejuni,GENOMIC
2016-06-11 23:36:03,Campylobacter coli,GENOMIC
2019-05-15 08:20:25,Campylobacter jejuni,GENOMIC
2018-03-29 08:03:39,Campylobacter jejuni,GENOMIC
2013-02-05 22:55:25,Campylobacter jejuni,GENOMIC
2018-06-11 15:32:14,Campylobacter jejuni,GENOMIC
2018-04-03 12:07:18,Campylobacter jejuni,GENOMIC
2016-08-26 16:53:40,Campylobacter,GENOMIC
2019-03-27 17:29:57,Campylobacter coli,GENOMIC
2014-05-27 15:04:57,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,GENOMIC
2017-09-27 19:30:03,Campylobacter coli,GENOMIC
2017-12-20 18:59:18,Campylobacter jejuni,GENOMIC
2012-07-24 07:35:09,Campylobacter jejuni,GENOMIC
2019-03-04 10:18:02,Campylobacter jejuni,GENOMIC
2014-05-09 21:56:37,Campylobacter sp.,GENOMIC
2019-12-16 16:43:32,Campylobacter coli,GENOMIC
2012-12-10 07:08:32,Campylobacter jejuni,GENOMIC
2018-08-08 15:59:53,Campylobacter coli,GENOMIC
2018-06-21 18:34:41,Campylobacter coli,GENOMIC
2019-10-24 17:19:49,Campylobacter coli,GENOMIC
2014-06-10 18:23:19,Campylobacter sp.,GENOMIC
2018-09-11 21:14:00,Campylobacter jejuni,GENOMIC
2019-02-09 21:47:49,Campylobacter jejuni,GENOMIC
2014-03-10 11:06:36,Campylobacter sp.,GENOMIC
2019-08-20 14:05:37,Campylobacter jejuni,GENOMIC
2012-12-10 06:34:56,Campylobacter jejuni,GENOMIC
2019-08-23 07:38:29,Campylobacter jejuni,GENOMIC
2019-08-23 14:59:39,Campylobacter jejuni,GENOMIC
2014-08-28 17:03:00,Campylobacter sp.,GENOMIC
2019-05-06 18:35:10,Campylobacter jejuni,GENOMIC
2016-08-26 16:55:12,Campylobacter,GENOMIC
2017-01-30 12:04:44,Campylobacter jejuni,GENOMIC
2016-02-20 15:21:36,Campylobacter sp.,GENOMIC
,Campylobacter jejuni,GENOMIC
2017-10-13 10:40:59,Campylobacter jejuni,GENOMIC
2015-03-01 11:42:06,Escherichia coli,GENOMIC
2019-09-24 14:08:31,Campylobacter coli,GENOMIC
2014-09-05 19:51:58,Campylobacter jejuni,GENOMIC
,Campylobacter jejuni,GENOMIC
2018-05-17 14:00:28,Campylobacter coli,GENOMIC
,Campylobacter jejuni,GENOMIC
2019-08-14 17:32:28,Campylobacter jejuni,GENOMIC
2019-08-30 16:05:50,Campylobacter coli,GENOMIC
,Campylobacter jejuni,GENOMIC
2015-03-01 01:31:22,Campylobacter jejuni,GENOMIC
2019-08-17 16:02:06,Campylobacter jejuni,GENOMIC
2019-04-29 09:15:28,Campylobacter coli,GENOMIC
2016-04-06 20:32:33,Campylobacter sp.,GENOMIC
2015-02-28 08:38:55,Salmonella enterica,GENOMIC
2019-08-06 15:26:35,Campylobacter jejuni,GENOMIC
2019-12-03 08:13:07,Campylobacter jejuni,GENOMIC
2019-08-02 18:27:16,Campylobacter jejuni,GENOMIC
2019-08-28 18:27:32,Campylobacter jejuni,GENOMIC
2019-10-01 13:36:12,Campylobacter jejuni,GENOMIC
2019-08-01 17:47:27,Campylobacter jejuni,GENOMIC
2017-11-07 12:51:29,Campylobacter coli,GENOMIC
2018-03-08 18:59:59,Campylobacter jejuni,TRANSCRIPTOMIC
2017-03-19 08:35:23,Campylobacter jejuni,GENOMIC
2018-12-13 11:56:51,Campylobacter jejuni,GENOMIC
2018-08-15 14:54:06,Campylobacter jejuni,GENOMIC
2016-02-26 23:13:00,Campylobacter coli,GENOMIC
2019-08-11 15:57:20,Campylobacter jejuni,GENOMIC
2018-06-21 18:35:18,Campylobacter coli,GENOMIC
2018-05-08 17:58:01,Campylobacter coli,GENOMIC
2014-07-09 23:19:53,Campylobacter jejuni,GENOMIC
,Campylobacter jejuni,GENOMIC
2019-08-08 16:15:10,Campylobacter jejuni,GENOMIC
2019-03-27 17:31:03,Campylobacter jejuni,GENOMIC
2015-04-23 17:48:22,Campylobacter jejuni,GENOMIC
2018-06-25 09:38:25,Campylobacter jejuni,GENOMIC
2018-09-02 21:08:54,Campylobacter jejuni,GENOMIC
2016-06-01 01:29:49,Campylobacter jejuni,GENOMIC
2019-07-30 18:16:30,Campylobacter jejuni,GENOMIC
2016-01-12 02:11:28,Campylobacter sp.,GENOMIC
2016-09-16 15:29:36,Campylobacter coli,GENOMIC
2013-06-24 12:40:02,Campylobacter,GENOMIC
2016-12-29 12:29:50,Campylobacter jejuni,GENOMIC
2014-06-10 19:02:05,Campylobacter sp.,GENOMIC
2019-10-10 11:49:00,Campylobacter jejuni,GENOMIC
2019-08-21 02:36:41,Campylobacter jejuni,GENOMIC
,Campylobacter jejuni,GENOMIC
2018-07-11 01:57:41,Campylobacter jejuni,GENOMIC
,Campylobacter jejuni,GENOMIC
2017-09-27 19:31:36,Campylobacter jejuni,GENOMIC
2015-09-14 12:02:49,Escherichia coli,GENOMIC
2019-07-29 15:16:26,Campylobacter jejuni,GENOMIC
2016-04-06 20:25:46,Campylobacter sp.,GENOMIC
2016-01-16 15:46:27,Homo sapiens,GENOMIC
2017-02-01 20:23:47,Campylobacter jejuni,GENOMIC
2015-02-28 13:19:16,Salmonella enterica,GENOMIC
2017-12-20 18:30:28,Campylobacter coli,GENOMIC
2017-10-31 12:21:08,Campylobacter coli,GENOMIC
2014-09-27 03:05:38,Campylobacter jejuni,GENOMIC
2018-08-15 14:54:46,Campylobacter jejuni,GENOMIC
2015-02-28 23:28:16,Campylobacter jejuni,GENOMIC
2015-02-27 02:41:18,Salmonella enterica,GENOMIC
2019-02-06 19:16:59,Campylobacter jejuni,GENOMIC
2019-04-22 14:36:02,Campylobacter jejuni,GENOMIC
2016-09-06 12:48:39,Campylobacter coli,GENOMIC
